season,match_id,match_name,home_team,away_team,bowling_team,venue,city,country,innings_id,name,fullName,Style,overs,maidens,conceded,wickets,economyRate,dots,foursConceded,sixesConceded,wides,noballs,captain
2023,1359475,GT v CSK,GT,CSK,GT,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,1,Mohammed Shami,Mohammed Shami,Right-arm fast-medium,4,0,29,2,7.25,13,2,2,0,1,FALSE
2023,1359475,GT v CSK,GT,CSK,GT,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,1,HH Pandya,Hardik Pandya,Right-arm medium-fast,3,0,28,0,9.33,6,2,2,0,0,TRUE
2023,1359475,GT v CSK,GT,CSK,GT,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,1,JB Little,Josh Little,Left-arm medium-fast,4,0,41,1,10.25,10,4,3,0,0,FALSE
2023,1359475,GT v CSK,GT,CSK,GT,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,1,Rashid Khan,Rashid Khan,Right-arm leg break,4,0,26,2,6.5,10,2,1,0,0,FALSE
2023,1359475,GT v CSK,GT,CSK,GT,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,1,AS Joseph,Alzarri Joseph,Right-arm fast,4,0,33,2,8.25,8,0,3,0,0,FALSE
2023,1359475,GT v CSK,GT,CSK,GT,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,1,Yash Dayal,Yash Dayal,Left-arm medium-fast,1,0,14,0,14,2,0,2,0,0,FALSE
2023,1359475,GT v CSK,GT,CSK,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,2,DL Chahar,Deepak Chahar,Right-arm medium-fast,4,0,29,0,7.25,9,1,2,0,0,FALSE
2023,1359475,GT v CSK,GT,CSK,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,2,TU Deshpande,Tushar Deshpande,Right-arm medium-fast,3.2,0,51,1,15.3,5,4,4,1,1,FALSE
2023,1359475,GT v CSK,GT,CSK,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,2,RS Hangargekar,Rajvardhan Hangargekar,Right-arm medium-fast,4,0,36,3,9,10,4,1,3,1,FALSE
2023,1359475,GT v CSK,GT,CSK,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,2,MJ Santner,Mitchell Santner,Slow left-arm orthodox spin,4,0,32,0,8,7,5,0,0,0,FALSE
2023,1359475,GT v CSK,GT,CSK,CSK,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,2,RA Jadeja,Ravindra Jadeja,Slow left-arm orthodox spin,4,0,28,1,7,9,1,1,0,0,FALSE
2023,1359476,PBKS v KKR,PBKS,KKR,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,1,UT Yadav,Umesh Yadav,Right-arm fast,4,0,27,1,6.75,11,2,1,0,0,FALSE
2023,1359476,PBKS v KKR,PBKS,KKR,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,1,TG Southee,Tim Southee,Right-arm medium-fast,4,0,54,2,13.5,7,6,3,0,0,FALSE
2023,1359476,PBKS v KKR,PBKS,KKR,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,1,SP Narine,Sunil Narine,Right-arm off break,4,0,40,1,10,8,3,2,1,0,FALSE
2023,1359476,PBKS v KKR,PBKS,KKR,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,1,CV Varun,Varun Chakravarthy,Right-arm leg break,4,0,26,1,6.5,10,2,1,1,0,FALSE
2023,1359476,PBKS v KKR,PBKS,KKR,KKR,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,1,SN Thakur,Shardul Thakur,Right-arm medium-fast,4,0,43,0,10.75,7,4,2,0,1,FALSE
2023,1359476,PBKS v KKR,PBKS,KKR,PBKS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,2,SM Curran,Sam Curran,Left-arm medium-fast,3,0,38,1,12.66,4,3,3,0,0,FALSE
2023,1359476,PBKS v KKR,PBKS,KKR,PBKS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,2,Arshdeep Singh,Arshdeep Singh,Left-arm medium-fast,3,0,19,3,6.33,10,2,1,0,0,FALSE
2023,1359476,PBKS v KKR,PBKS,KKR,PBKS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,2,NT Ellis,Nathan Ellis,Right-arm fast-medium,3,0,27,1,9,8,2,1,0,2,FALSE
2023,1359476,PBKS v KKR,PBKS,KKR,PBKS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,2,Sikandar Raza,Sikandar Raza,Right-arm off break,3,0,25,1,8.33,5,3,0,1,0,FALSE
2023,1359476,PBKS v KKR,PBKS,KKR,PBKS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,2,R Dhawan,Rishi Dhawan,Right-arm medium-fast,1,0,15,0,15,2,2,1,0,0,FALSE
2023,1359476,PBKS v KKR,PBKS,KKR,PBKS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,2,RD Chahar,Rahul Chahar,Right-arm leg break,2,0,12,1,6,5,0,1,0,0,FALSE
2023,1359476,PBKS v KKR,PBKS,KKR,PBKS,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,2,Harpreet Brar,Harpreet Brar,Slow left-arm orthodox spin,1,0,7,0,7,3,1,0,0,0,FALSE
2023,1359477,LSG v DC,LSG,DC,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,KK Ahmed,Khaleel Ahmed,Left-arm medium-fast,4,0,30,2,7.5,15,3,2,1,0,FALSE
2023,1359477,LSG v DC,LSG,DC,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,Mukesh Kumar,Mukesh Kumar,Right-arm medium,4,0,34,0,8.5,5,0,2,1,0,FALSE
2023,1359477,LSG v DC,LSG,DC,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,C Sakariya,Chetan Sakariya,Left-arm medium-fast,4,0,53,2,13.25,8,1,6,3,0,FALSE
2023,1359477,LSG v DC,LSG,DC,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,AR Patel,Axar Patel,Slow left-arm orthodox spin,4,0,38,1,9.5,8,1,3,0,0,FALSE
2023,1359477,LSG v DC,LSG,DC,DC,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,Kuldeep Yadav,Kuldeep Yadav,Left-arm wrist-spin,4,0,35,1,8.75,7,0,3,0,0,FALSE
2023,1359477,LSG v DC,LSG,DC,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,KR Mayers,Kyle Mayers,Right-arm medium-fast,1,0,7,0,7,3,1,0,1,0,FALSE
2023,1359477,LSG v DC,LSG,DC,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,JD Unadkat,Jaydev Unadkat,Left-arm medium-fast,3,0,39,0,13,3,5,0,2,0,FALSE
2023,1359477,LSG v DC,LSG,DC,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,K Gowtham,Krishnappa Gowtham,Right-arm off break,4,0,23,0,5.75,9,2,0,1,0,FALSE
2023,1359477,LSG v DC,LSG,DC,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,Avesh Khan,Avesh Khan,Right-arm fast-medium,4,0,29,2,7.25,12,3,1,0,0,FALSE
2023,1359477,LSG v DC,LSG,DC,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,MA Wood,Mark Wood,Right-arm fast,4,0,14,5,3.5,17,1,0,1,1,FALSE
2023,1359477,LSG v DC,LSG,DC,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,Ravi Bishnoi,Ravi Bishnoi,Right-arm leg break,4,0,31,2,7.75,8,3,1,0,0,FALSE
2023,1359478,SRH v RR,SRH,RR,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,1,B Kumar,Bhuvneshwar Kumar,Right-arm medium-fast,3,0,36,0,12,6,4,2,1,0,TRUE
2023,1359478,SRH v RR,SRH,RR,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,1,Fazalhaq Farooqi,Fazalhaq Farooqi,Left-arm medium-fast,4,0,41,2,10.25,11,7,0,0,0,FALSE
2023,1359478,SRH v RR,SRH,RR,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,1,Washington Sundar,Washington Sundar,Right-arm off break,3,0,32,0,10.66,5,1,3,0,0,FALSE
2023,1359478,SRH v RR,SRH,RR,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,1,T Natarajan,T Natarajan,Left-arm medium-fast,3,0,23,2,7.66,7,4,0,0,0,FALSE
2023,1359478,SRH v RR,SRH,RR,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,1,AU Rashid,Adil Rashid,Right-arm leg break,4,0,33,0,8.25,6,1,2,0,0,FALSE
2023,1359478,SRH v RR,SRH,RR,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,1,Umran Malik,Umran Malik,Right-arm fast,3,0,32,1,10.66,4,4,1,1,0,FALSE
2023,1359478,SRH v RR,SRH,RR,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,2,TA Boult,Trent Boult,Left-arm fast-medium,4,1,21,2,5.25,15,2,1,0,0,FALSE
2023,1359478,SRH v RR,SRH,RR,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,2,KM Asif,KM Asif,Right-arm medium-fast,3,0,15,0,5,9,1,0,1,0,FALSE
2023,1359478,SRH v RR,SRH,RR,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,2,JO Holder,Jason Holder,Right-arm medium-fast,3,0,16,1,5.33,10,1,1,0,0,FALSE
2023,1359478,SRH v RR,SRH,RR,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,2,R Ashwin,Ravichandran Ashwin,Right-arm off break,4,0,27,1,6.75,10,1,1,2,0,FALSE
2023,1359478,SRH v RR,SRH,RR,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,2,YS Chahal,Yuzvendra Chahal,Right-arm leg break,4,0,17,4,4.25,11,0,0,0,0,FALSE
2023,1359478,SRH v RR,SRH,RR,RR,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,2,NA Saini,Navdeep Saini,Right-arm fast,2,0,34,0,17,3,3,2,0,3,FALSE
2023,1359479,RCB v MI,RCB,MI,RCB,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,1,Mohammed Siraj,Mohammed Siraj,Right-arm fast-medium,4,0,21,1,5.25,16,2,0,6,0,FALSE
2023,1359479,RCB v MI,RCB,MI,RCB,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,1,RJW Topley,Reece Topley,Left-arm medium-fast,2,0,14,1,7,7,3,0,0,0,FALSE
2023,1359479,RCB v MI,RCB,MI,RCB,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,1,Akash Deep,Akash Deep,Right-arm medium-fast,3,0,29,1,9.66,7,2,2,0,0,FALSE
2023,1359479,RCB v MI,RCB,MI,RCB,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,1,HV Patel,Harshal Patel,Right-arm medium-fast,4,0,43,1,10.75,6,3,2,1,1,FALSE
2023,1359479,RCB v MI,RCB,MI,RCB,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,1,KV Sharma,Karn Sharma,Right-arm leg break,4,0,32,2,8,7,1,2,1,0,FALSE
2023,1359479,RCB v MI,RCB,MI,RCB,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,1,MG Bracewell,Michael Bracewell,Right-arm off break,2,0,16,1,8,6,3,0,0,0,FALSE
2023,1359479,RCB v MI,RCB,MI,RCB,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,1,GJ Maxwell,Glenn Maxwell,Right-arm off break,1,0,16,0,16,0,1,1,1,0,FALSE
2023,1359479,RCB v MI,RCB,MI,MI,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,2,JP Behrendorff,Jason Behrendorff,Left-arm fast-medium,3,0,37,0,12.33,6,3,3,0,0,FALSE
2023,1359479,RCB v MI,RCB,MI,MI,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,2,Arshad Khan,Arshad Khan,Right-arm off break,2.2,0,28,1,12,7,2,2,4,0,FALSE
2023,1359479,RCB v MI,RCB,MI,MI,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,2,JC Archer,Jofra Archer,Right-arm fast,4,0,33,0,8.25,10,2,2,0,0,FALSE
2023,1359479,RCB v MI,RCB,MI,MI,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,2,PP Chawla,Piyush Chawla,Right-arm leg break,4,0,26,0,6.5,11,2,1,0,0,FALSE
2023,1359479,RCB v MI,RCB,MI,MI,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,2,C Green,Cameron Green,Right-arm fast-medium,2,0,30,1,15,4,2,3,0,0,FALSE
2023,1359479,RCB v MI,RCB,MI,MI,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,2,HR Shokeen,Hrithik Shokeen,Right-arm off break,1,0,17,0,17,0,0,2,0,0,FALSE
2023,1359480,CSK v LSG,CSK,LSG,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,KR Mayers,Kyle Mayers,Right-arm medium-fast,2,0,16,0,8,1,1,0,1,0,FALSE
2023,1359480,CSK v LSG,CSK,LSG,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,Avesh Khan,Avesh Khan,Right-arm fast-medium,3,0,39,1,13,4,6,0,1,0,FALSE
2023,1359480,CSK v LSG,CSK,LSG,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,KH Pandya,Krunal Pandya,Slow left-arm orthodox spin,2,0,21,0,10.5,4,1,2,0,0,FALSE
2023,1359480,CSK v LSG,CSK,LSG,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,K Gowtham,Krishnappa Gowtham,Right-arm off break,1,0,20,0,20,2,0,3,0,0,FALSE
2023,1359480,CSK v LSG,CSK,LSG,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,MA Wood,Mark Wood,Right-arm fast,4,0,49,3,12.25,9,3,5,0,0,FALSE
2023,1359480,CSK v LSG,CSK,LSG,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,Yash Thakur,Yash Thakur,Right-arm medium,4,0,36,0,9,4,3,1,0,1,FALSE
2023,1359480,CSK v LSG,CSK,LSG,LSG,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,Ravi Bishnoi,Ravi Bishnoi,Right-arm leg break,4,0,28,3,7,13,1,2,1,0,FALSE
2023,1359480,CSK v LSG,CSK,LSG,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,DL Chahar,Deepak Chahar,Right-arm medium-fast,4,0,55,0,13.75,6,7,1,5,0,FALSE
2023,1359480,CSK v LSG,CSK,LSG,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,BA Stokes,Ben Stokes,Right-arm fast-medium,1,0,18,0,18,0,2,1,0,0,FALSE
2023,1359480,CSK v LSG,CSK,LSG,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,TU Deshpande,Tushar Deshpande,Right-arm medium-fast,4,0,45,2,11.25,7,2,2,4,3,FALSE
2023,1359480,CSK v LSG,CSK,LSG,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,MM Ali,Moeen Ali,Right-arm off break,4,0,26,4,6.5,10,0,1,1,0,FALSE
2023,1359480,CSK v LSG,CSK,LSG,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,MJ Santner,Mitchell Santner,Slow left-arm orthodox spin,4,0,21,1,5.25,9,0,1,0,0,FALSE
2023,1359480,CSK v LSG,CSK,LSG,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,RS Hangargekar,Rajvardhan Hangargekar,Right-arm medium-fast,2,0,24,0,12,4,2,1,3,0,FALSE
2023,1359480,CSK v LSG,CSK,LSG,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,RA Jadeja,Ravindra Jadeja,Slow left-arm orthodox spin,1,0,14,0,14,2,0,2,0,0,FALSE
2023,1359481,DC v GT,DC,GT,GT,"Arun Jaitley Stadium, Delhi",Delhi,India,1,Mohammed Shami,Mohammed Shami,Right-arm fast-medium,4,0,41,3,10.25,15,5,1,4,0,FALSE
2023,1359481,DC v GT,DC,GT,GT,"Arun Jaitley Stadium, Delhi",Delhi,India,1,JB Little,Josh Little,Left-arm medium-fast,4,0,27,0,6.75,11,2,1,0,0,FALSE
2023,1359481,DC v GT,DC,GT,GT,"Arun Jaitley Stadium, Delhi",Delhi,India,1,HH Pandya,Hardik Pandya,Right-arm medium-fast,3,0,18,0,6,6,2,0,0,0,TRUE
2023,1359481,DC v GT,DC,GT,GT,"Arun Jaitley Stadium, Delhi",Delhi,India,1,AS Joseph,Alzarri Joseph,Right-arm fast,4,0,29,2,7.25,13,3,1,1,0,FALSE
2023,1359481,DC v GT,DC,GT,GT,"Arun Jaitley Stadium, Delhi",Delhi,India,1,Yash Dayal,Yash Dayal,Left-arm medium-fast,1,0,12,0,12,0,0,1,0,0,FALSE
2023,1359481,DC v GT,DC,GT,GT,"Arun Jaitley Stadium, Delhi",Delhi,India,1,Rashid Khan,Rashid Khan,Right-arm leg break,4,0,31,3,7.75,9,2,2,0,0,FALSE
2023,1359481,DC v GT,DC,GT,DC,"Arun Jaitley Stadium, Delhi",Delhi,India,2,KK Ahmed,Khaleel Ahmed,Left-arm medium-fast,4,0,38,1,9.5,9,5,1,1,0,FALSE
2023,1359481,DC v GT,DC,GT,DC,"Arun Jaitley Stadium, Delhi",Delhi,India,2,Mukesh Kumar,Mukesh Kumar,Right-arm medium,4,0,42,0,10.5,8,5,2,1,0,FALSE
2023,1359481,DC v GT,DC,GT,DC,"Arun Jaitley Stadium, Delhi",Delhi,India,2,A Nortje,Anrich Nortje,Right-arm fast,4,0,39,2,9.75,9,3,2,0,2,FALSE
2023,1359481,DC v GT,DC,GT,DC,"Arun Jaitley Stadium, Delhi",Delhi,India,2,MR Marsh,Mitchell Marsh,Right-arm medium-fast,3.1,0,24,1,7.57,4,1,0,1,0,FALSE
2023,1359481,DC v GT,DC,GT,DC,"Arun Jaitley Stadium, Delhi",Delhi,India,2,Kuldeep Yadav,Kuldeep Yadav,Left-arm wrist-spin,3,0,18,0,6,5,1,0,1,0,FALSE
2023,1359482,RR v PBKS,RR,PBKS,RR,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,1,TA Boult,Trent Boult,Left-arm fast-medium,4,0,38,0,9.5,8,3,2,1,0,FALSE
2023,1359482,RR v PBKS,RR,PBKS,RR,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,1,KM Asif,KM Asif,Right-arm medium-fast,4,0,54,0,13.5,7,5,3,3,1,FALSE
2023,1359482,RR v PBKS,RR,PBKS,RR,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,1,R Ashwin,Ravichandran Ashwin,Right-arm off break,4,0,25,1,6.25,7,2,0,1,0,FALSE
2023,1359482,RR v PBKS,RR,PBKS,RR,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,1,JO Holder,Jason Holder,Right-arm medium-fast,4,0,29,2,7.25,7,2,1,0,0,FALSE
2023,1359482,RR v PBKS,RR,PBKS,RR,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,1,YS Chahal,Yuzvendra Chahal,Right-arm leg break,4,0,50,1,12.5,5,7,1,1,0,FALSE
2023,1359482,RR v PBKS,RR,PBKS,PBKS,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,2,SM Curran,Sam Curran,Left-arm medium-fast,4,0,44,0,11,7,3,3,0,0,FALSE
2023,1359482,RR v PBKS,RR,PBKS,PBKS,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,2,Arshdeep Singh,Arshdeep Singh,Left-arm medium-fast,4,0,47,2,11.75,10,4,3,3,0,FALSE
2023,1359482,RR v PBKS,RR,PBKS,PBKS,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,2,Harpreet Brar,Harpreet Brar,Slow left-arm orthodox spin,2,0,15,0,7.5,5,2,0,0,0,FALSE
2023,1359482,RR v PBKS,RR,PBKS,PBKS,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,2,NT Ellis,Nathan Ellis,Right-arm fast-medium,4,0,30,4,7.5,11,2,2,0,0,FALSE
2023,1359482,RR v PBKS,RR,PBKS,PBKS,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,2,RD Chahar,Rahul Chahar,Right-arm leg break,4,0,31,0,7.75,5,1,1,0,0,FALSE
2023,1359482,RR v PBKS,RR,PBKS,PBKS,"Barsapara Cricket Stadium, Guwahati",Guwahati,India,2,Sikandar Raza,Sikandar Raza,Right-arm off break,2,0,24,0,12,2,1,1,2,0,FALSE
2023,1359483,KKR v RCB,KKR,RCB,RCB,"Eden Gardens, Kolkata",Kolkata,India,1,Mohammed Siraj,Mohammed Siraj,Right-arm fast-medium,4,0,44,1,11,13,6,1,3,1,FALSE
2023,1359483,KKR v RCB,KKR,RCB,RCB,"Eden Gardens, Kolkata",Kolkata,India,1,DJ Willey,David Willey,Left-arm fast-medium,4,1,16,2,4,15,2,0,1,0,FALSE
2023,1359483,KKR v RCB,KKR,RCB,RCB,"Eden Gardens, Kolkata",Kolkata,India,1,Akash Deep,Akash Deep,Right-arm medium-fast,2,0,30,0,15,4,2,2,1,2,FALSE
2023,1359483,KKR v RCB,KKR,RCB,RCB,"Eden Gardens, Kolkata",Kolkata,India,1,MG Bracewell,Michael Bracewell,Right-arm off break,3,0,34,1,11.33,3,1,3,0,0,FALSE
2023,1359483,KKR v RCB,KKR,RCB,RCB,"Eden Gardens, Kolkata",Kolkata,India,1,Shahbaz Ahmed,Shahbaz Ahmed,Slow left-arm orthodox spin,1,0,6,0,6,3,1,0,0,0,FALSE
2023,1359483,KKR v RCB,KKR,RCB,RCB,"Eden Gardens, Kolkata",Kolkata,India,1,KV Sharma,Karn Sharma,Right-arm leg break,3,0,26,2,8.66,6,2,1,0,0,FALSE
2023,1359483,KKR v RCB,KKR,RCB,RCB,"Eden Gardens, Kolkata",Kolkata,India,1,HV Patel,Harshal Patel,Right-arm medium-fast,3,0,38,1,12.66,5,4,2,1,0,FALSE
2023,1359483,KKR v RCB,KKR,RCB,KKR,"Eden Gardens, Kolkata",Kolkata,India,2,UT Yadav,Umesh Yadav,Right-arm fast,2,0,17,0,8.5,5,3,0,0,0,FALSE
2023,1359483,KKR v RCB,KKR,RCB,KKR,"Eden Gardens, Kolkata",Kolkata,India,2,TG Southee,Tim Southee,Right-arm medium-fast,2,0,25,0,12.5,5,2,2,0,0,FALSE
2023,1359483,KKR v RCB,KKR,RCB,KKR,"Eden Gardens, Kolkata",Kolkata,India,2,SP Narine,Sunil Narine,Right-arm off break,4,0,16,2,4,12,1,0,0,0,FALSE
2023,1359483,KKR v RCB,KKR,RCB,KKR,"Eden Gardens, Kolkata",Kolkata,India,2,CV Varun,Varun Chakravarthy,Right-arm leg break,3.4,0,15,4,4.09,13,2,0,0,0,FALSE
2023,1359483,KKR v RCB,KKR,RCB,KKR,"Eden Gardens, Kolkata",Kolkata,India,2,Suyash Sharma,Suyash Sharma,Right-arm leg break,4,0,30,3,7.5,11,2,2,1,0,FALSE
2023,1359483,KKR v RCB,KKR,RCB,KKR,"Eden Gardens, Kolkata",Kolkata,India,2,SN Thakur,Shardul Thakur,Right-arm medium-fast,2,0,15,1,7.5,4,2,0,0,0,FALSE
2023,1359484,LSG v SRH,LSG,SRH,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,KR Mayers,Kyle Mayers,Right-arm medium-fast,1,0,5,0,5,1,0,0,0,0,FALSE
2023,1359484,LSG v SRH,LSG,SRH,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,JD Unadkat,Jaydev Unadkat,Left-arm medium-fast,3,0,26,0,8.66,9,0,3,1,0,FALSE
2023,1359484,LSG v SRH,LSG,SRH,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,KH Pandya,Krunal Pandya,Slow left-arm orthodox spin,4,0,18,3,4.5,15,3,0,0,0,FALSE
2023,1359484,LSG v SRH,LSG,SRH,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,Yash Thakur,Yash Thakur,Right-arm medium,3,0,23,1,7.66,6,3,0,0,0,FALSE
2023,1359484,LSG v SRH,LSG,SRH,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,Ravi Bishnoi,Ravi Bishnoi,Right-arm leg break,4,0,16,1,4,10,0,0,1,0,FALSE
2023,1359484,LSG v SRH,LSG,SRH,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,DJ Hooda,Deepak Hooda,Right-arm off break,1,0,8,0,8,1,1,0,0,0,FALSE
2023,1359484,LSG v SRH,LSG,SRH,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,A Mishra,Amit Mishra,Right-arm leg break,4,0,23,2,5.75,10,3,0,0,0,FALSE
2023,1359484,LSG v SRH,LSG,SRH,SRH,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,B Kumar,Bhuvneshwar Kumar,Right-arm medium-fast,2,0,19,1,9.5,7,1,1,1,0,FALSE
2023,1359484,LSG v SRH,LSG,SRH,SRH,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,Washington Sundar,Washington Sundar,Right-arm off break,1,0,11,0,11,1,2,0,0,0,FALSE
2023,1359484,LSG v SRH,LSG,SRH,SRH,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,Fazalhaq Farooqi,Fazalhaq Farooqi,Left-arm medium-fast,3,0,13,1,4.33,12,2,0,1,0,FALSE
